obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	ecmwf_dates	ecmwf_ws_table_h	ecmwf_ws_table	ecmwf_station_names
606	2025-10-02	15	1	SERRAI	2025-10-01	39	1.48957	SERRAI
606	2025-10-03	15	1	SERRAI	2025-10-02	39	3.72817	SERRAI
606	2025-10-04	15	2.1	SERRAI	2025-10-03	39	3.43145	SERRAI
606	2025-10-05	15	1	SERRAI	2025-10-04	39	1.63683	SERRAI
606	2025-10-06	15	0.5	SERRAI	2025-10-05	39	1.69831	SERRAI
606	2025-10-07	15	3.6	SERRAI	2025-10-06	39	1.66948	SERRAI
606	2025-10-08	15	3.1	SERRAI	2025-10-07	39	3.63745	SERRAI
606	2025-10-09	15	3.6	SERRAI	2025-10-08	39	3.94189	SERRAI
606	2025-10-10	15	1.5	SERRAI	2025-10-09	39	0.504885	SERRAI
606	2025-10-11	15	3.6	SERRAI	2025-10-10	39	3.21926	SERRAI
606	2025-10-12	15	1	SERRAI	2025-10-11	39	0.768239	SERRAI
606	2025-10-13	15	2.1	SERRAI	2025-10-12	39	0.591851	SERRAI
606	2025-10-14	15	1	SERRAI	2025-10-13	39	0.931463	SERRAI
606	2025-10-15	15	1.5	SERRAI	2025-10-14	39	2.64852	SERRAI
606	2025-10-16	15	1.5	SERRAI	2025-10-15	39	1.31351	SERRAI
606	2025-10-17	15	0.5	SERRAI	2025-10-16	39	1.87287	SERRAI
606	2025-10-18	15	0.5	SERRAI	2025-10-17	39	0.654822	SERRAI
606	2025-10-19	15	2.1	SERRAI	2025-10-18	39	2.7556	SERRAI
606	2025-10-20	15	1	SERRAI	2025-10-19	39	1.76196	SERRAI
606	2025-10-21	15	1	SERRAI	2025-10-20	39	0.962715	SERRAI
606	2025-10-22	15	0	SERRAI	2025-10-21	39	0.934992	SERRAI
606	2025-10-23	15	1	SERRAI	2025-10-22	39	1.89798	SERRAI
606	2025-10-26	15	1	SERRAI	2025-10-25	39	2.17004	SERRAI
606	2025-10-27	15	1	SERRAI	2025-10-26	39	2.78807	SERRAI
606	2025-10-28	15	2.6	SERRAI	2025-10-27	39	4.12772	SERRAI
606	2025-10-29	15	0.5	SERRAI	2025-10-28	39	0.499871	SERRAI
606	2025-10-30	15	0	SERRAI	2025-10-29	39	0.512184	SERRAI
606	2025-10-31	15	0	SERRAI	2025-10-30	39	0.940953	SERRAI
613	2025-10-02	15	2.6	FLORINA	2025-10-01	39	4.47563	FLORINA
613	2025-10-03	15	3.6	FLORINA	2025-10-02	39	4.93071	FLORINA
613	2025-10-04	15	1	FLORINA	2025-10-03	39	1.85204	FLORINA
613	2025-10-05	15	1	FLORINA	2025-10-04	39	2.07467	FLORINA
613	2025-10-06	15	6.2	FLORINA	2025-10-05	39	5.37556	FLORINA
613	2025-10-07	15	4.1	FLORINA	2025-10-06	39	4.91671	FLORINA
613	2025-10-08	15	2.6	FLORINA	2025-10-07	39	4.29498	FLORINA
613	2025-10-09	15	1.5	FLORINA	2025-10-08	39	1.02407	FLORINA
613	2025-10-10	15	1.5	FLORINA	2025-10-09	39	0.99227	FLORINA
613	2025-10-11	15	4.1	FLORINA	2025-10-10	39	3.87393	FLORINA
613	2025-10-12	15	2.1	FLORINA	2025-10-11	39	1.02866	FLORINA
613	2025-10-13	15	2.1	FLORINA	2025-10-12	39	0.483507	FLORINA
613	2025-10-14	15	2.1	FLORINA	2025-10-13	39	0.394266	FLORINA
613	2025-10-15	15	2.1	FLORINA	2025-10-14	39	1.23006	FLORINA
613	2025-10-16	15	1.5	FLORINA	2025-10-15	39	1.28992	FLORINA
613	2025-10-17	15	1.5	FLORINA	2025-10-16	39	2.65926	FLORINA
613	2025-10-18	15	2.6	FLORINA	2025-10-17	39	1.6582	FLORINA
613	2025-10-19	15	1	FLORINA	2025-10-18	39	2.50826	FLORINA
613	2025-10-20	15	6.2	FLORINA	2025-10-19	39	3.19734	FLORINA
613	2025-10-21	15	4.6	FLORINA	2025-10-20	39	2.83767	FLORINA
613	2025-10-22	15	3.6	FLORINA	2025-10-21	39	2.69535	FLORINA
613	2025-10-23	15	0	FLORINA	2025-10-22	39	1.86475	FLORINA
613	2025-10-24	15	7	FLORINA	2025-10-23	39	0.554533	FLORINA
613	2025-10-25	15	7	FLORINA	2025-10-24	39	1.51537	FLORINA
613	2025-10-26	15	2.6	FLORINA	2025-10-25	39	2.67454	FLORINA
613	2025-10-27	15	1	FLORINA	2025-10-26	39	0.586245	FLORINA
613	2025-10-28	15	2.6	FLORINA	2025-10-27	39	1.98346	FLORINA
613	2025-10-29	15	1.5	FLORINA	2025-10-28	39	1.95266	FLORINA
613	2025-10-30	15	0.5	FLORINA	2025-10-29	39	1.22983	FLORINA
613	2025-10-31	15	1.5	FLORINA	2025-10-30	39	0.362188	FLORINA
622	2025-10-02	15	2.6	THESSALONIKI (AIRPORT)	2025-10-01	39	2.24667	THESSALONIKI (AIRPORT)
622	2025-10-03	15	6.7	THESSALONIKI (AIRPORT)	2025-10-02	39	6.24546	THESSALONIKI (AIRPORT)
622	2025-10-04	15	2.6	THESSALONIKI (AIRPORT)	2025-10-03	39	2.60063	THESSALONIKI (AIRPORT)
622	2025-10-05	15	3.6	THESSALONIKI (AIRPORT)	2025-10-04	39	2.72678	THESSALONIKI (AIRPORT)
622	2025-10-06	15	8.7	THESSALONIKI (AIRPORT)	2025-10-05	39	6.65918	THESSALONIKI (AIRPORT)
622	2025-10-07	15	8.7	THESSALONIKI (AIRPORT)	2025-10-06	39	7.55954	THESSALONIKI (AIRPORT)
622	2025-10-08	15	11.8	THESSALONIKI (AIRPORT)	2025-10-07	39	7.20988	THESSALONIKI (AIRPORT)
622	2025-10-09	15	5.1	THESSALONIKI (AIRPORT)	2025-10-08	39	3.93631	THESSALONIKI (AIRPORT)
622	2025-10-10	15	6.2	THESSALONIKI (AIRPORT)	2025-10-09	39	2.5308	THESSALONIKI (AIRPORT)
622	2025-10-11	15	11.3	THESSALONIKI (AIRPORT)	2025-10-10	39	7.8758	THESSALONIKI (AIRPORT)
622	2025-10-12	15	4.6	THESSALONIKI (AIRPORT)	2025-10-11	39	2.8573	THESSALONIKI (AIRPORT)
622	2025-10-13	15	4.1	THESSALONIKI (AIRPORT)	2025-10-12	39	2.04312	THESSALONIKI (AIRPORT)
622	2025-10-14	15	3.6	THESSALONIKI (AIRPORT)	2025-10-13	39	1.66545	THESSALONIKI (AIRPORT)
622	2025-10-15	15	3.1	THESSALONIKI (AIRPORT)	2025-10-14	39	2.20465	THESSALONIKI (AIRPORT)
622	2025-10-16	15	1.5	THESSALONIKI (AIRPORT)	2025-10-15	39	1.85712	THESSALONIKI (AIRPORT)
622	2025-10-17	15	4.1	THESSALONIKI (AIRPORT)	2025-10-16	39	3.27437	THESSALONIKI (AIRPORT)
622	2025-10-18	15	2.1	THESSALONIKI (AIRPORT)	2025-10-17	39	1.744	THESSALONIKI (AIRPORT)
622	2025-10-19	15	5.1	THESSALONIKI (AIRPORT)	2025-10-18	39	2.89152	THESSALONIKI (AIRPORT)
622	2025-10-20	15	3.6	THESSALONIKI (AIRPORT)	2025-10-19	39	2.66119	THESSALONIKI (AIRPORT)
622	2025-10-21	15	4.1	THESSALONIKI (AIRPORT)	2025-10-20	39	3.1974	THESSALONIKI (AIRPORT)
622	2025-10-22	15	2.6	THESSALONIKI (AIRPORT)	2025-10-21	39	3.56562	THESSALONIKI (AIRPORT)
622	2025-10-23	15	4.1	THESSALONIKI (AIRPORT)	2025-10-22	39	2.57005	THESSALONIKI (AIRPORT)
622	2025-10-24	15	2.1	THESSALONIKI (AIRPORT)	2025-10-23	39	0.582135	THESSALONIKI (AIRPORT)
622	2025-10-25	15	2.1	THESSALONIKI (AIRPORT)	2025-10-24	39	1.29882	THESSALONIKI (AIRPORT)
622	2025-10-26	15	3.6	THESSALONIKI (AIRPORT)	2025-10-25	39	4.45218	THESSALONIKI (AIRPORT)
622	2025-10-27	15	1.5	THESSALONIKI (AIRPORT)	2025-10-26	39	2.38125	THESSALONIKI (AIRPORT)
622	2025-10-28	15	7.7	THESSALONIKI (AIRPORT)	2025-10-27	39	6.13612	THESSALONIKI (AIRPORT)
622	2025-10-29	15	3.1	THESSALONIKI (AIRPORT)	2025-10-28	39	1.52193	THESSALONIKI (AIRPORT)
622	2025-10-30	15	3.1	THESSALONIKI (AIRPORT)	2025-10-29	39	1.35353	THESSALONIKI (AIRPORT)
622	2025-10-31	15	1	THESSALONIKI (AIRPORT)	2025-10-30	39	0.719757	THESSALONIKI (AIRPORT)
624	2025-10-02	15	4.6	CHRYSOPOULI (AIRPORT)	2025-10-01	39	4.35407	CHRYSOPOULI (AIRPORT)
624	2025-10-03	15	2.1	CHRYSOPOULI (AIRPORT)	2025-10-02	39	2.40599	CHRYSOPOULI (AIRPORT)
624	2025-10-04	15	6.2	CHRYSOPOULI (AIRPORT)	2025-10-03	39	3.95229	CHRYSOPOULI (AIRPORT)
624	2025-10-05	15	2.6	CHRYSOPOULI (AIRPORT)	2025-10-04	39	2.24547	CHRYSOPOULI (AIRPORT)
624	2025-10-06	15	2.6	CHRYSOPOULI (AIRPORT)	2025-10-05	39	2.62815	CHRYSOPOULI (AIRPORT)
624	2025-10-07	15	2.6	CHRYSOPOULI (AIRPORT)	2025-10-06	39	2.31137	CHRYSOPOULI (AIRPORT)
624	2025-10-08	15	0	CHRYSOPOULI (AIRPORT)	2025-10-07	39	1.06797	CHRYSOPOULI (AIRPORT)
624	2025-10-09	15	4.6	CHRYSOPOULI (AIRPORT)	2025-10-08	39	4.49107	CHRYSOPOULI (AIRPORT)
624	2025-10-10	15	4.1	CHRYSOPOULI (AIRPORT)	2025-10-09	39	2.18238	CHRYSOPOULI (AIRPORT)
624	2025-10-11	15	2.1	CHRYSOPOULI (AIRPORT)	2025-10-10	39	0.283063	CHRYSOPOULI (AIRPORT)
624	2025-10-12	15	2.6	CHRYSOPOULI (AIRPORT)	2025-10-11	39	1.37984	CHRYSOPOULI (AIRPORT)
624	2025-10-13	15	0	CHRYSOPOULI (AIRPORT)	2025-10-12	39	1.38686	CHRYSOPOULI (AIRPORT)
624	2025-10-14	15	2.1	CHRYSOPOULI (AIRPORT)	2025-10-13	39	1.7167	CHRYSOPOULI (AIRPORT)
624	2025-10-15	15	3.1	CHRYSOPOULI (AIRPORT)	2025-10-14	39	2.45299	CHRYSOPOULI (AIRPORT)
624	2025-10-16	15	2.1	CHRYSOPOULI (AIRPORT)	2025-10-15	39	3.12364	CHRYSOPOULI (AIRPORT)
624	2025-10-17	15	1.5	CHRYSOPOULI (AIRPORT)	2025-10-16	39	1.77276	CHRYSOPOULI (AIRPORT)
624	2025-10-18	15	1.5	CHRYSOPOULI (AIRPORT)	2025-10-17	39	2.54868	CHRYSOPOULI (AIRPORT)
624	2025-10-19	15	2.6	CHRYSOPOULI (AIRPORT)	2025-10-18	39	1.93194	CHRYSOPOULI (AIRPORT)
624	2025-10-20	15	0	CHRYSOPOULI (AIRPORT)	2025-10-19	39	2.33401	CHRYSOPOULI (AIRPORT)
624	2025-10-21	15	1.5	CHRYSOPOULI (AIRPORT)	2025-10-20	39	1.46358	CHRYSOPOULI (AIRPORT)
624	2025-10-22	15	0	CHRYSOPOULI (AIRPORT)	2025-10-21	39	0.471889	CHRYSOPOULI (AIRPORT)
624	2025-10-23	15	4.1	CHRYSOPOULI (AIRPORT)	2025-10-22	39	1.1228	CHRYSOPOULI (AIRPORT)
624	2025-10-24	15	3	CHRYSOPOULI (AIRPORT)	2025-10-23	39	2.32561	CHRYSOPOULI (AIRPORT)
624	2025-10-25	15	3	CHRYSOPOULI (AIRPORT)	2025-10-24	39	1.26197	CHRYSOPOULI (AIRPORT)
624	2025-10-26	15	0	CHRYSOPOULI (AIRPORT)	2025-10-25	39	2.09767	CHRYSOPOULI (AIRPORT)
624	2025-10-27	15	3.6	CHRYSOPOULI (AIRPORT)	2025-10-26	39	1.11411	CHRYSOPOULI (AIRPORT)
624	2025-10-28	15	3.6	CHRYSOPOULI (AIRPORT)	2025-10-27	39	2.66603	CHRYSOPOULI (AIRPORT)
624	2025-10-29	15	3.1	CHRYSOPOULI (AIRPORT)	2025-10-28	39	1.82051	CHRYSOPOULI (AIRPORT)
624	2025-10-30	15	2.6	CHRYSOPOULI (AIRPORT)	2025-10-29	39	1.70561	CHRYSOPOULI (AIRPORT)
624	2025-10-31	15	2.1	CHRYSOPOULI (AIRPORT)	2025-10-30	39	0.891947	CHRYSOPOULI (AIRPORT)
