obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	icon_dates	icon_ws_table_h	icon_ws_table	icon_station_names
606	2025-09-02	12	1.5	SERRAI	2025-09-01	36	2.43904	SERRAI
606	2025-09-03	12	1	SERRAI	2025-09-02	36	2.01371	SERRAI
606	2025-09-04	12	1.5	SERRAI	2025-09-03	36	2.49935	SERRAI
606	2025-09-05	12	1	SERRAI	2025-09-04	36	2.90624	SERRAI
606	2025-09-06	12	1.5	SERRAI	2025-09-05	36	2.47287	SERRAI
606	2025-09-07	12	1.5	SERRAI	2025-09-06	36	1.26724	SERRAI
606	2025-09-08	12	1.5	SERRAI	2025-09-07	36	1.86596	SERRAI
606	2025-09-09	12	1.5	SERRAI	2025-09-08	36	1.74597	SERRAI
606	2025-09-10	12	1	SERRAI	2025-09-09	36	1.14247	SERRAI
606	2025-09-11	12	1.5	SERRAI	2025-09-10	36	0.946716	SERRAI
606	2025-09-12	12	1.5	SERRAI	2025-09-11	36	1.52082	SERRAI
606	2025-09-13	12	1.5	SERRAI	2025-09-12	36	3.16794	SERRAI
606	2025-09-14	12	0.5	SERRAI	2025-09-13	36	1.54717	SERRAI
606	2025-09-15	12	1.5	SERRAI	2025-09-14	36	5.27507	SERRAI
606	2025-09-16	12	0.5	SERRAI	2025-09-15	36	0.258734	SERRAI
606	2025-09-17	12	4.1	SERRAI	2025-09-16	36	5.91975	SERRAI
606	2025-09-18	12	2.1	SERRAI	2025-09-17	36	4.7823	SERRAI
606	2025-09-19	12	2.1	SERRAI	2025-09-18	36	3.08118	SERRAI
606	2025-09-20	12	1.5	SERRAI	2025-09-19	36	2.04701	SERRAI
606	2025-09-21	12	1	SERRAI	2025-09-20	36	1.51264	SERRAI
606	2025-09-22	12	1	SERRAI	2025-09-21	36	1.50455	SERRAI
606	2025-09-23	12	1	SERRAI	2025-09-22	36	0.628028	SERRAI
606	2025-09-25	12	2.6	SERRAI	2025-09-24	36	3.52482	SERRAI
606	2025-09-26	12	2.1	SERRAI	2025-09-25	36	3.02367	SERRAI
606	2025-09-27	12	2.6	SERRAI	2025-09-26	36	2.03554	SERRAI
606	2025-09-28	12	0.5	SERRAI	2025-09-27	36	1.56601	SERRAI
606	2025-09-29	12	2.1	SERRAI	2025-09-28	36	1.50542	SERRAI
606	2025-09-30	12	1.5	SERRAI	2025-09-29	36	3.05121	SERRAI
613	2025-09-02	12	1.5	FLORINA	2025-09-01	36	1.75946	FLORINA
613	2025-09-03	12	2.6	FLORINA	2025-09-02	36	1.90071	FLORINA
613	2025-09-04	12	2.6	FLORINA	2025-09-03	36	0.544191	FLORINA
613	2025-09-05	12	3.6	FLORINA	2025-09-04	36	3.393	FLORINA
613	2025-09-06	12	2.1	FLORINA	2025-09-05	36	3.09445	FLORINA
613	2025-09-07	12	2.6	FLORINA	2025-09-06	36	3.1318	FLORINA
613	2025-09-08	12	1.5	FLORINA	2025-09-07	36	2.49125	FLORINA
613	2025-09-09	12	3.6	FLORINA	2025-09-08	36	4.4376	FLORINA
613	2025-09-10	12	2.1	FLORINA	2025-09-09	36	4.58142	FLORINA
613	2025-09-11	12	2.6	FLORINA	2025-09-10	36	3.25883	FLORINA
613	2025-09-12	12	4.1	FLORINA	2025-09-11	36	3.36762	FLORINA
613	2025-09-13	12	3.1	FLORINA	2025-09-12	36	3.41438	FLORINA
613	2025-09-14	12	4.6	FLORINA	2025-09-13	36	5.27997	FLORINA
