obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	ecmwf_dates	ecmwf_ws_table_h	ecmwf_ws_table	ecmwf_station_names
606	2025-09-01	0	0.5	SERRAI	2025-09-01	0	0.923878	SERRAI
606	2025-09-02	0	0.5	SERRAI	2025-09-02	0	0.680133	SERRAI
606	2025-09-03	0	0	SERRAI	2025-09-03	0	0.434623	SERRAI
606	2025-09-04	0	0	SERRAI	2025-09-04	0	1.14988	SERRAI
606	2025-09-05	0	0.5	SERRAI	2025-09-05	0	1.80485	SERRAI
606	2025-09-06	0	0.5	SERRAI	2025-09-06	0	0.413417	SERRAI
606	2025-09-07	0	0.5	SERRAI	2025-09-07	0	1.16861	SERRAI
606	2025-09-08	0	0	SERRAI	2025-09-08	0	0.349768	SERRAI
606	2025-09-09	0	0	SERRAI	2025-09-09	0	0.0879289	SERRAI
606	2025-09-10	0	0	SERRAI	2025-09-10	0	0.385668	SERRAI
606	2025-09-11	0	0	SERRAI	2025-09-11	0	0.621914	SERRAI
606	2025-09-12	0	0.5	SERRAI	2025-09-12	0	1.02614	SERRAI
606	2025-09-13	0	0	SERRAI	2025-09-13	0	0.659517	SERRAI
606	2025-09-14	0	0.5	SERRAI	2025-09-14	0	0.591698	SERRAI
606	2025-09-15	0	0.5	SERRAI	2025-09-15	0	1.51264	SERRAI
606	2025-09-16	0	0	SERRAI	2025-09-16	0	1.38874	SERRAI
606	2025-09-17	0	0	SERRAI	2025-09-17	0	0.610356	SERRAI
606	2025-09-18	0	3.6	SERRAI	2025-09-18	0	1.21691	SERRAI
606	2025-09-19	0	0.5	SERRAI	2025-09-19	0	0.0648445	SERRAI
606	2025-09-20	0	0.5	SERRAI	2025-09-20	0	0.831901	SERRAI
606	2025-09-21	0	0	SERRAI	2025-09-21	0	0.225685	SERRAI
606	2025-09-22	0	0.5	SERRAI	2025-09-22	0	0.596206	SERRAI
606	2025-09-23	0	0.5	SERRAI	2025-09-23	0	0.214056	SERRAI
606	2025-09-24	0	0.5	SERRAI	2025-09-24	0	0.434824	SERRAI
606	2025-09-25	0	0	SERRAI	2025-09-25	0	0.176754	SERRAI
606	2025-09-26	0	1	SERRAI	2025-09-26	0	0.425451	SERRAI
606	2025-09-27	0	1.5	SERRAI	2025-09-27	0	0.736337	SERRAI
606	2025-09-28	0	0	SERRAI	2025-09-28	0	0.719544	SERRAI
606	2025-09-29	0	0	SERRAI	2025-09-29	0	0.433378	SERRAI
606	2025-09-30	0	0	SERRAI	2025-09-30	0	0.582908	SERRAI
613	2025-09-01	0	0.5	FLORINA	2025-09-01	0	0.948968	FLORINA
613	2025-09-02	0	0.5	FLORINA	2025-09-02	0	1.01632	FLORINA
613	2025-09-03	0	1	FLORINA	2025-09-03	0	1.58325	FLORINA
613	2025-09-04	0	3.1	FLORINA	2025-09-04	0	1.6504	FLORINA
613	2025-09-05	0	0	FLORINA	2025-09-05	0	0.775434	FLORINA
613	2025-09-06	0	0	FLORINA	2025-09-06	0	0.671468	FLORINA
613	2025-09-07	0	0.5	FLORINA	2025-09-07	0	1.24126	FLORINA
613	2025-09-08	0	0.5	FLORINA	2025-09-08	0	0.284274	FLORINA
613	2025-09-09	0	1	FLORINA	2025-09-09	0	1.40608	FLORINA
613	2025-09-10	0	0	FLORINA	2025-09-10	0	0.938271	FLORINA
613	2025-09-11	0	1.5	FLORINA	2025-09-11	0	1.5087	FLORINA
613	2025-09-12	0	1	FLORINA	2025-09-12	0	0.49228	FLORINA
613	2025-09-13	0	0	FLORINA	2025-09-13	0	0.971294	FLORINA
613	2025-09-14	0	3.1	FLORINA	2025-09-14	0	1.96231	FLORINA
613	2025-09-15	0	1.5	FLORINA	2025-09-15	0	0.564876	FLORINA
613	2025-09-16	0	0	FLORINA	2025-09-16	0	0.636534	FLORINA
613	2025-09-17	0	1	FLORINA	2025-09-17	0	1.62721	FLORINA
613	2025-09-18	0	3.1	FLORINA	2025-09-18	0	3.96652	FLORINA
613	2025-09-19	0	2.1	FLORINA	2025-09-19	0	1.85097	FLORINA
613	2025-09-20	0	0.5	FLORINA	2025-09-20	0	1.46802	FLORINA
613	2025-09-21	0	3.1	FLORINA	2025-09-21	0	0.824288	FLORINA
613	2025-09-22	0	1.5	FLORINA	2025-09-22	0	1.5931	FLORINA
613	2025-09-23	0	2.1	FLORINA	2025-09-23	0	1.68511	FLORINA
613	2025-09-24	0	0.5	FLORINA	2025-09-24	0	1.24163	FLORINA
613	2025-09-25	0	0.5	FLORINA	2025-09-25	0	1.07491	FLORINA
613	2025-09-26	0	2.6	FLORINA	2025-09-26	0	2.11982	FLORINA
613	2025-09-27	0	2.6	FLORINA	2025-09-27	0	1.57211	FLORINA
613	2025-09-28	0	0.5	FLORINA	2025-09-28	0	1.41272	FLORINA
613	2025-09-29	0	1	FLORINA	2025-09-29	0	0.918957	FLORINA
613	2025-09-30	0	0	FLORINA	2025-09-30	0	1.62501	FLORINA
622	2025-09-01	0	3.1	THESSALONIKI (AIRPORT)	2025-09-01	0	3.24127	THESSALONIKI (AIRPORT)
622	2025-09-02	0	3.1	THESSALONIKI (AIRPORT)	2025-09-02	0	2.56675	THESSALONIKI (AIRPORT)
622	2025-09-03	0	2.6	THESSALONIKI (AIRPORT)	2025-09-03	0	1.1087	THESSALONIKI (AIRPORT)
622	2025-09-04	0	6.7	THESSALONIKI (AIRPORT)	2025-09-04	0	4.4724	THESSALONIKI (AIRPORT)
622	2025-09-05	0	2.6	THESSALONIKI (AIRPORT)	2025-09-05	0	0.725842	THESSALONIKI (AIRPORT)
622	2025-09-06	0	1.5	THESSALONIKI (AIRPORT)	2025-09-06	0	1.26813	THESSALONIKI (AIRPORT)
