obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
622	2025-09-01	THESSALONIKI (AIRPORT)	3	13	2025-09-01	3	0.130859
622	2025-09-02	THESSALONIKI (AIRPORT)	3	13	2025-09-02	3	0
622	2025-09-03	THESSALONIKI (AIRPORT)	3	0	2025-09-03	3	0
622	2025-09-04	THESSALONIKI (AIRPORT)	3	13	2025-09-04	3	99.9785
622	2025-09-05	THESSALONIKI (AIRPORT)	3	25	2025-09-05	3	15.5859
622	2025-09-06	THESSALONIKI (AIRPORT)	3	13	2025-09-06	3	0
622	2025-09-07	THESSALONIKI (AIRPORT)	3	13	2025-09-07	3	0
622	2025-09-08	THESSALONIKI (AIRPORT)	3	13	2025-09-08	3	0
622	2025-09-09	THESSALONIKI (AIRPORT)	3	13	2025-09-09	3	25.1289
622	2025-09-10	THESSALONIKI (AIRPORT)	3	0	2025-09-10	3	8.74023
622	2025-09-11	THESSALONIKI (AIRPORT)	3	13	2025-09-11	3	0
622	2025-09-12	THESSALONIKI (AIRPORT)	3	25	2025-09-12	3	0
622	2025-09-13	THESSALONIKI (AIRPORT)	3	13	2025-09-13	3	8.37109
622	2025-09-14	THESSALONIKI (AIRPORT)	3	13	2025-09-14	3	40.2012
622	2025-09-15	THESSALONIKI (AIRPORT)	3	63	2025-09-15	3	41.416
622	2025-09-16	THESSALONIKI (AIRPORT)	3	13	2025-09-16	3	3.78711
622	2025-09-17	THESSALONIKI (AIRPORT)	3	13	2025-09-17	3	0.537109
622	2025-09-18	THESSALONIKI (AIRPORT)	3	13	2025-09-18	3	0
622	2025-09-19	THESSALONIKI (AIRPORT)	3	0	2025-09-19	3	0.015625
622	2025-09-20	THESSALONIKI (AIRPORT)	3	0	2025-09-20	3	0
622	2025-09-21	THESSALONIKI (AIRPORT)	3	0	2025-09-21	3	0
622	2025-09-22	THESSALONIKI (AIRPORT)	3	13	2025-09-22	3	0.191406
622	2025-09-23	THESSALONIKI (AIRPORT)	3	25	2025-09-23	3	0
622	2025-09-24	THESSALONIKI (AIRPORT)	3	0	2025-09-24	3	0.818359
622	2025-09-25	THESSALONIKI (AIRPORT)	3	0	2025-09-25	3	22.6172
622	2025-09-26	THESSALONIKI (AIRPORT)	3	75	2025-09-26	3	97.6172
622	2025-09-27	THESSALONIKI (AIRPORT)	3	75	2025-09-27	3	100
622	2025-09-28	THESSALONIKI (AIRPORT)	3	88	2025-09-28	3	100
622	2025-09-29	THESSALONIKI (AIRPORT)	3	88	2025-09-29	3	31.7559
