obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
622	2025-09-02	THESSALONIKI (AIRPORT)	21	0	2025-09-01	45	0
622	2025-09-03	THESSALONIKI (AIRPORT)	21	75	2025-09-02	45	100
622	2025-09-04	THESSALONIKI (AIRPORT)	21	63	2025-09-03	45	22.9434
622	2025-09-05	THESSALONIKI (AIRPORT)	21	13	2025-09-04	45	0
622	2025-09-06	THESSALONIKI (AIRPORT)	21	13	2025-09-05	45	0
622	2025-09-07	THESSALONIKI (AIRPORT)	21	25	2025-09-06	45	0.634766
622	2025-09-08	THESSALONIKI (AIRPORT)	21	0	2025-09-07	45	30.7891
622	2025-09-09	THESSALONIKI (AIRPORT)	21	0	2025-09-08	45	0.248047
622	2025-09-10	THESSALONIKI (AIRPORT)	21	13	2025-09-09	45	0
622	2025-09-11	THESSALONIKI (AIRPORT)	21	38	2025-09-10	45	53.8848
622	2025-09-12	THESSALONIKI (AIRPORT)	21	13	2025-09-11	45	0
622	2025-09-13	THESSALONIKI (AIRPORT)	21	13	2025-09-12	45	2.95117
622	2025-09-14	THESSALONIKI (AIRPORT)	21	38	2025-09-13	45	10.6992
622	2025-09-15	THESSALONIKI (AIRPORT)	21	13	2025-09-14	45	0.00390625
622	2025-09-16	THESSALONIKI (AIRPORT)	21	13	2025-09-15	45	0
622	2025-09-17	THESSALONIKI (AIRPORT)	21	0	2025-09-16	45	0.808594
622	2025-09-18	THESSALONIKI (AIRPORT)	21	0	2025-09-17	45	0
622	2025-09-19	THESSALONIKI (AIRPORT)	21	0	2025-09-18	45	0
622	2025-09-20	THESSALONIKI (AIRPORT)	21	0	2025-09-19	45	0
622	2025-09-21	THESSALONIKI (AIRPORT)	21	13	2025-09-20	45	0
622	2025-09-22	THESSALONIKI (AIRPORT)	21	0	2025-09-21	45	0
622	2025-09-23	THESSALONIKI (AIRPORT)	21	0	2025-09-22	45	0
622	2025-09-24	THESSALONIKI (AIRPORT)	21	0	2025-09-23	45	15.6641
622	2025-09-25	THESSALONIKI (AIRPORT)	21	63	2025-09-24	45	99.9512
622	2025-09-26	THESSALONIKI (AIRPORT)	21	75	2025-09-25	45	94.9707
622	2025-09-27	THESSALONIKI (AIRPORT)	21	88	2025-09-26	45	99.9883
622	2025-09-28	THESSALONIKI (AIRPORT)	21	100	2025-09-27	45	100
622	2025-09-29	THESSALONIKI (AIRPORT)	21	88	2025-09-28	45	6.04297
622	2025-09-30	THESSALONIKI (AIRPORT)	21	63	2025-09-29	45	13.9336
624	2025-09-02	CHRYSOPOULI (AIRPORT)	21	0	2025-09-01	45	0
624	2025-09-03	CHRYSOPOULI (AIRPORT)	21	13	2025-09-02	45	5.11133
624	2025-09-04	CHRYSOPOULI (AIRPORT)	21	25	2025-09-03	45	0
624	2025-09-05	CHRYSOPOULI (AIRPORT)	21	38	2025-09-04	45	0.00390625
624	2025-09-06	CHRYSOPOULI (AIRPORT)	21	13	2025-09-05	45	0
624	2025-09-07	CHRYSOPOULI (AIRPORT)	21	50	2025-09-06	45	99.9238
624	2025-09-08	CHRYSOPOULI (AIRPORT)	21	38	2025-09-07	45	11.8555
624	2025-09-09	CHRYSOPOULI (AIRPORT)	21	13	2025-09-08	45	0
624	2025-09-10	CHRYSOPOULI (AIRPORT)	21	0	2025-09-09	45	0
624	2025-09-11	CHRYSOPOULI (AIRPORT)	21	63	2025-09-10	45	70.7305
624	2025-09-12	CHRYSOPOULI (AIRPORT)	21	63	2025-09-11	45	1.02539
624	2025-09-13	CHRYSOPOULI (AIRPORT)	21	50	2025-09-12	45	0.234375
624	2025-09-14	CHRYSOPOULI (AIRPORT)	21	63	2025-09-13	45	88.9062
624	2025-09-15	CHRYSOPOULI (AIRPORT)	21	25	2025-09-14	45	2.29102
624	2025-09-16	CHRYSOPOULI (AIRPORT)	21	0	2025-09-15	45	0
624	2025-09-17	CHRYSOPOULI (AIRPORT)	21	88	2025-09-16	45	18.8906
624	2025-09-18	CHRYSOPOULI (AIRPORT)	21	0	2025-09-17	45	0
624	2025-09-19	CHRYSOPOULI (AIRPORT)	21	0	2025-09-18	45	0
624	2025-09-20	CHRYSOPOULI (AIRPORT)	21	0	2025-09-19	45	0
624	2025-09-21	CHRYSOPOULI (AIRPORT)	21	0	2025-09-20	45	0
624	2025-09-22	CHRYSOPOULI (AIRPORT)	21	0	2025-09-21	45	0
624	2025-09-23	CHRYSOPOULI (AIRPORT)	21	13	2025-09-22	45	0
624	2025-09-24	CHRYSOPOULI (AIRPORT)	21	0	2025-09-23	45	0.443359
624	2025-09-25	CHRYSOPOULI (AIRPORT)	21	50	2025-09-24	45	7.98047
