obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	ecmwf_dates	ecmwf_mslp_table_h	ecmwf_mslp_table
606	2025-09-02	SERRAI	9	1012.3	2025-09-01	33	1012.54
606	2025-09-03	SERRAI	9	1012.2	2025-09-02	33	1012.23
606	2025-09-04	SERRAI	9	1011.5	2025-09-03	33	1012.46
606	2025-09-05	SERRAI	9	1013.4	2025-09-04	33	1013.5
606	2025-09-06	SERRAI	9	1015.8	2025-09-05	33	1016.52
606	2025-09-07	SERRAI	9	1017.4	2025-09-06	33	1017.24
606	2025-09-08	SERRAI	9	1015.6	2025-09-07	33	1015.62
606	2025-09-09	SERRAI	9	1015.5	2025-09-08	33	1015.98
606	2025-09-10	SERRAI	9	1016.9	2025-09-09	33	1017.22
606	2025-09-11	SERRAI	9	1017	2025-09-10	33	1015.91
606	2025-09-12	SERRAI	9	1015.2	2025-09-11	33	1015.52
606	2025-09-13	SERRAI	9	1021	2025-09-12	33	1020.64
606	2025-09-14	SERRAI	9	1019.3	2025-09-13	33	1019.03
606	2025-09-15	SERRAI	9	1018	2025-09-14	33	1018.07
606	2025-09-16	SERRAI	9	1019.3	2025-09-15	33	1019.34
606	2025-09-17	SERRAI	9	1014.6	2025-09-16	33	1014.02
606	2025-09-18	SERRAI	9	1022.7	2025-09-17	33	1022.56
606	2025-09-19	SERRAI	9	1026.7	2025-09-18	33	1026.75
606	2025-09-20	SERRAI	9	1025.9	2025-09-19	33	1025.96
606	2025-09-21	SERRAI	9	1022.3	2025-09-20	33	1022.46
606	2025-09-22	SERRAI	9	1018.4	2025-09-21	33	1018.35
606	2025-09-23	SERRAI	9	1017.7	2025-09-22	33	1017.84
606	2025-09-24	SERRAI	9	1015.8	2025-09-23	33	1016.15
606	2025-09-25	SERRAI	9	1016.6	2025-09-24	33	1016.06
606	2025-09-26	SERRAI	9	1022.2	2025-09-25	33	1021.89
606	2025-09-27	SERRAI	9	1022.8	2025-09-26	33	1022.43
606	2025-09-28	SERRAI	9	1018.2	2025-09-27	33	1017.9
606	2025-09-29	SERRAI	9	1015.7	2025-09-28	33	1015.36
606	2025-09-30	SERRAI	9	1019.6	2025-09-29	33	1019.53
613	2025-09-02	FLORINA	9	1012.3	2025-09-01	33	1013.82
613	2025-09-03	FLORINA	9	1011.1	2025-09-02	33	1012.77
613	2025-09-04	FLORINA	9	1015.5	2025-09-03	33	1015.29
613	2025-09-05	FLORINA	9	1014.1	2025-09-04	33	1015.43
613	2025-09-06	FLORINA	9	1016.7	2025-09-05	33	1018.37
613	2025-09-07	FLORINA	9	1018	2025-09-06	33	1019.07
613	2025-09-08	FLORINA	9	1015.3	2025-09-07	33	1016.67
613	2025-09-09	FLORINA	9	1013.1	2025-09-08	33	1015.92
613	2025-09-10	FLORINA	9	1015.5	2025-09-09	33	1017.52
613	2025-09-11	FLORINA	9	1019.4	2025-09-10	33	1015.44
613	2025-09-12	FLORINA	9	1016.9	2025-09-11	33	1017.47
613	2025-09-13	FLORINA	9	1020	2025-09-12	33	1021.58
613	2025-09-14	FLORINA	9	1017.6	2025-09-13	33	1018.88
613	2025-09-15	FLORINA	9	1018.3	2025-09-14	33	1020.32
613	2025-09-16	FLORINA	9	1018.3	2025-09-15	33	1019.74
613	2025-09-17	FLORINA	9	1015.7	2025-09-16	33	1016.86
613	2025-09-18	FLORINA	9	1024.5	2025-09-17	33	1024.75
613	2025-09-19	FLORINA	9	1027.4	2025-09-18	33	1027.83
613	2025-09-20	FLORINA	9	1026	2025-09-19	33	1027.13
613	2025-09-21	FLORINA	9	1021.4	2025-09-20	33	1022.73
613	2025-09-22	FLORINA	9	1017	2025-09-21	33	1018.42
613	2025-09-23	FLORINA	9	1016.1	2025-09-22	33	1018.06
613	2025-09-24	FLORINA	9	1014.8	2025-09-23	33	1016.62
613	2025-09-25	FLORINA	9	1014.1	2025-09-24	33	1015.75
613	2025-09-27	FLORINA	9	1022.1	2025-09-26	33	1021.61
613	2025-09-28	FLORINA	9	1017.2	2025-09-27	33	1016.76
613	2025-09-29	FLORINA	9	1014.9	2025-09-28	33	1015.56
613	2025-09-30	FLORINA	9	1020.1	2025-09-29	33	1020.38
622	2025-09-02	THESSALONIKI (AIRPORT)	9	1012.5	2025-09-01	33	1012.54
622	2025-09-03	THESSALONIKI (AIRPORT)	9	1012.2	2025-09-02	33	1012.28
622	2025-09-04	THESSALONIKI (AIRPORT)	9	1011.8	2025-09-03	33	1013.09
622	2025-09-05	THESSALONIKI (AIRPORT)	9	1013.3	2025-09-04	33	1013.66
622	2025-09-06	THESSALONIKI (AIRPORT)	9	1016.5	2025-09-05	33	1016.99
622	2025-09-07	THESSALONIKI (AIRPORT)	9	1017.6	2025-09-06	33	1017.41
622	2025-09-08	THESSALONIKI (AIRPORT)	9	1016	2025-09-07	33	1015.84
622	2025-09-09	THESSALONIKI (AIRPORT)	9	1015.4	2025-09-08	33	1015.89
622	2025-09-10	THESSALONIKI (AIRPORT)	9	1017.2	2025-09-09	33	1017.29
622	2025-09-11	THESSALONIKI (AIRPORT)	9	1016.8	2025-09-10	33	1015.77
622	2025-09-12	THESSALONIKI (AIRPORT)	9	1015.3	2025-09-11	33	1015.26
622	2025-09-13	THESSALONIKI (AIRPORT)	9	1021	2025-09-12	33	1020.72
622	2025-09-14	THESSALONIKI (AIRPORT)	9	1019.7	2025-09-13	33	1019.04
622	2025-09-15	THESSALONIKI (AIRPORT)	9	1018.2	2025-09-14	33	1018.1
622	2025-09-16	THESSALONIKI (AIRPORT)	9	1019.6	2025-09-15	33	1019.33
622	2025-09-17	THESSALONIKI (AIRPORT)	9	1014.6	2025-09-16	33	1014.66
622	2025-09-18	THESSALONIKI (AIRPORT)	9	1023.1	2025-09-17	33	1022.54
622	2025-09-19	THESSALONIKI (AIRPORT)	9	1026.6	2025-09-18	33	1026.75
622	2025-09-20	THESSALONIKI (AIRPORT)	9	1026.2	2025-09-19	33	1026.22
622	2025-09-21	THESSALONIKI (AIRPORT)	9	1022.6	2025-09-20	33	1022.43
622	2025-09-22	THESSALONIKI (AIRPORT)	9	1018.5	2025-09-21	33	1018.38
622	2025-09-23	THESSALONIKI (AIRPORT)	9	1017.9	2025-09-22	33	1018
622	2025-09-24	THESSALONIKI (AIRPORT)	9	1016.2	2025-09-23	33	1016.37
622	2025-09-25	THESSALONIKI (AIRPORT)	9	1016.2	2025-09-24	33	1015.98
622	2025-09-26	THESSALONIKI (AIRPORT)	9	1022.3	2025-09-25	33	1021.94
622	2025-09-27	THESSALONIKI (AIRPORT)	9	1022.9	2025-09-26	33	1022.48
622	2025-09-28	THESSALONIKI (AIRPORT)	9	1017.7	2025-09-27	33	1017.57
622	2025-09-29	THESSALONIKI (AIRPORT)	9	1015.5	2025-09-28	33	1015.28
622	2025-09-30	THESSALONIKI (AIRPORT)	9	1019.8	2025-09-29	33	1019.26
624	2025-09-02	CHRYSOPOULI (AIRPORT)	9	1011.6	2025-09-01	33	1011.7
624	2025-09-03	CHRYSOPOULI (AIRPORT)	9	1011.9	2025-09-02	33	1011.86
624	2025-09-04	CHRYSOPOULI (AIRPORT)	9	1011.3	2025-09-03	33	1011.84
624	2025-09-05	CHRYSOPOULI (AIRPORT)	9	1012.6	2025-09-04	33	1013.07
624	2025-09-06	CHRYSOPOULI (AIRPORT)	9	1016.2	2025-09-05	33	1016.15
624	2025-09-07	CHRYSOPOULI (AIRPORT)	9	1016.9	2025-09-06	33	1016.84
624	2025-09-08	CHRYSOPOULI (AIRPORT)	9	1015.4	2025-09-07	33	1015.33
624	2025-09-09	CHRYSOPOULI (AIRPORT)	9	1015.3	2025-09-08	33	1015.72
624	2025-09-10	CHRYSOPOULI (AIRPORT)	9	1016.9	2025-09-09	33	1017.1
624	2025-09-11	CHRYSOPOULI (AIRPORT)	9	1015.9	2025-09-10	33	1016.02
624	2025-09-12	CHRYSOPOULI (AIRPORT)	9	1015	2025-09-11	33	1015.43
624	2025-09-13	CHRYSOPOULI (AIRPORT)	9	1021.3	2025-09-12	33	1020.4
624	2025-09-14	CHRYSOPOULI (AIRPORT)	9	1019.3	2025-09-13	33	1018.81
624	2025-09-15	CHRYSOPOULI (AIRPORT)	9	1018	2025-09-14	33	1017.99
624	2025-09-16	CHRYSOPOULI (AIRPORT)	9	1019.1	2025-09-15	33	1019.08
624	2025-09-17	CHRYSOPOULI (AIRPORT)	9	1013.6	2025-09-16	33	1013.6
624	2025-09-18	CHRYSOPOULI (AIRPORT)	9	1021.8	2025-09-17	33	1021.84
624	2025-09-19	CHRYSOPOULI (AIRPORT)	9	1026	2025-09-18	33	1026.1
624	2025-09-20	CHRYSOPOULI (AIRPORT)	9	1025.5	2025-09-19	33	1025.13
624	2025-09-21	CHRYSOPOULI (AIRPORT)	9	1021.6	2025-09-20	33	1021.85
624	2025-09-22	CHRYSOPOULI (AIRPORT)	9	1018.2	2025-09-21	33	1017.99
624	2025-09-23	CHRYSOPOULI (AIRPORT)	9	1017.6	2025-09-22	33	1017.72
624	2025-09-24	CHRYSOPOULI (AIRPORT)	9	1015.4	2025-09-23	33	1016.11
624	2025-09-25	CHRYSOPOULI (AIRPORT)	9	1017.1	2025-09-24	33	1016.44
624	2025-09-26	CHRYSOPOULI (AIRPORT)	9	1022.2	2025-09-25	33	1022.11
624	2025-09-27	CHRYSOPOULI (AIRPORT)	9	1023	2025-09-26	33	1022.49
624	2025-09-28	CHRYSOPOULI (AIRPORT)	9	1018.2	2025-09-27	33	1017.86
624	2025-09-29	CHRYSOPOULI (AIRPORT)	9	1014.9	2025-09-28	33	1015.04
624	2025-09-30	CHRYSOPOULI (AIRPORT)	9	1019.5	2025-09-29	33	1019.61
627	2025-09-02	ALEXANDROUPOLI (AIRPORT)	9	1010.7	2025-09-01	33	1011.08
627	2025-09-03	ALEXANDROUPOLI (AIRPORT)	9	1011.6	2025-09-02	33	1011.69
627	2025-09-04	ALEXANDROUPOLI (AIRPORT)	9	1010.9	2025-09-03	33	1011.13
627	2025-09-05	ALEXANDROUPOLI (AIRPORT)	9	1012	2025-09-04	33	1012.16
627	2025-09-06	ALEXANDROUPOLI (AIRPORT)	9	1015.6	2025-09-05	33	1015.84
627	2025-09-07	ALEXANDROUPOLI (AIRPORT)	9	1017	2025-09-06	33	1016.62
