obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	ecmwf_dates	ecmwf_mslp_table_h	ecmwf_mslp_table
606	2025-09-01	SERRAI	3	1011.3	2025-09-01	3	1010.96
606	2025-09-02	SERRAI	3	1011.9	2025-09-02	3	1011.7
606	2025-09-03	SERRAI	3	1012.1	2025-09-03	3	1011.55
606	2025-09-04	SERRAI	3	1011	2025-09-04	3	1010.6
606	2025-09-05	SERRAI	3	1012.3	2025-09-05	3	1012.19
606	2025-09-06	SERRAI	3	1015.7	2025-09-06	3	1015.37
606	2025-09-07	SERRAI	3	1017.8	2025-09-07	3	1017.4
606	2025-09-08	SERRAI	3	1015.9	2025-09-08	3	1015.59
606	2025-09-09	SERRAI	3	1015.1	2025-09-09	3	1014.85
606	2025-09-10	SERRAI	3	1016.7	2025-09-10	3	1016.02
606	2025-09-11	SERRAI	3	1015.7	2025-09-11	3	1015.07
606	2025-09-12	SERRAI	3	1014.1	2025-09-12	3	1013.83
606	2025-09-13	SERRAI	3	1019.8	2025-09-13	3	1019.25
606	2025-09-14	SERRAI	3	1019.8	2025-09-14	3	1019.71
606	2025-09-15	SERRAI	3	1017.2	2025-09-15	3	1016.97
606	2025-09-16	SERRAI	3	1019.6	2025-09-16	3	1019.32
606	2025-09-17	SERRAI	3	1014.7	2025-09-17	3	1014.45
606	2025-09-18	SERRAI	3	1019.9	2025-09-18	3	1020.04
606	2025-09-19	SERRAI	3	1025.7	2025-09-19	3	1025.42
606	2025-09-20	SERRAI	3	1026.5	2025-09-20	3	1026.18
606	2025-09-21	SERRAI	3	1023.5	2025-09-21	3	1022.96
606	2025-09-22	SERRAI	3	1018.6	2025-09-22	3	1018.27
606	2025-09-23	SERRAI	3	1017.6	2025-09-23	3	1017
606	2025-09-24	SERRAI	3	1016.3	2025-09-24	3	1015.93
606	2025-09-25	SERRAI	3	1015.6	2025-09-25	3	1015.13
606	2025-09-26	SERRAI	3	1020.8	2025-09-26	3	1020.51
606	2025-09-27	SERRAI	3	1022.5	2025-09-27	3	1022.15
606	2025-09-28	SERRAI	3	1019.4	2025-09-28	3	1019.08
606	2025-09-29	SERRAI	3	1015	2025-09-29	3	1014.9
606	2025-09-30	SERRAI	3	1018.2	2025-09-30	3	1018.13
613	2025-09-01	FLORINA	3	1016.5	2025-09-01	3	1014.21
613	2025-09-02	FLORINA	3	1016.7	2025-09-02	3	1014.11
613	2025-09-03	FLORINA	3	1015.1	2025-09-03	3	1012.99
