obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-09-01	SERRAI	6	12.95	2025-09-01	6	12.8236
606	2025-09-02	SERRAI	6	14.25	2025-09-02	6	13.9585
606	2025-09-03	SERRAI	6	15.15	2025-09-03	6	15.4657
606	2025-09-04	SERRAI	6	16.25	2025-09-04	6	17.6545
606	2025-09-05	SERRAI	6	15.25	2025-09-05	6	14.4184
606	2025-09-06	SERRAI	6	14.45	2025-09-06	6	13.0195
606	2025-09-07	SERRAI	6	14.45	2025-09-07	6	15.9359
606	2025-09-08	SERRAI	6	13.15	2025-09-08	6	14.2462
606	2025-09-09	SERRAI	6	13.75	2025-09-09	6	14.0473
606	2025-09-10	SERRAI	6	15.25	2025-09-10	6	16.2824
606	2025-09-11	SERRAI	6	15.95	2025-09-11	6	16.1979
606	2025-09-12	SERRAI	6	15.65	2025-09-12	6	16.1742
606	2025-09-13	SERRAI	6	16.25	2025-09-13	6	16.2988
606	2025-09-14	SERRAI	6	16.45	2025-09-14	6	15.3632
606	2025-09-15	SERRAI	6	18.15	2025-09-15	6	17.3446
606	2025-09-16	SERRAI	6	17.15	2025-09-16	6	16.1847
606	2025-09-17	SERRAI	6	15.75	2025-09-17	6	15.9684
606	2025-09-18	SERRAI	6	8.95	2025-09-18	6	10.1879
606	2025-09-19	SERRAI	6	7.45	2025-09-19	6	7.57722
606	2025-09-20	SERRAI	6	9.95	2025-09-20	6	10.3263
606	2025-09-21	SERRAI	6	10.75	2025-09-21	6	11.1978
606	2025-09-22	SERRAI	6	13.95	2025-09-22	6	13.251
606	2025-09-23	SERRAI	6	11.45	2025-09-23	6	11.7476
606	2025-09-24	SERRAI	6	14.65	2025-09-24	6	14.3141
606	2025-09-25	SERRAI	6	13.75	2025-09-25	6	15.9512
606	2025-09-26	SERRAI	6	12.45	2025-09-26	6	13.6824
606	2025-09-27	SERRAI	6	7.45	2025-09-27	6	8.04742
606	2025-09-28	SERRAI	6	8.75	2025-09-28	6	9.62891
606	2025-09-29	SERRAI	6	14.25	2025-09-29	6	13.266
606	2025-09-30	SERRAI	6	12.45	2025-09-30	6	10.9567
613	2025-09-01	FLORINA	6	12.25	2025-09-01	6	11.9106
613	2025-09-02	FLORINA	6	12.25	2025-09-02	6	11.2954
613	2025-09-03	FLORINA	6	12.75	2025-09-03	6	11.4648
613	2025-09-05	FLORINA	6	16.75	2025-09-05	6	14.1703
613	2025-09-06	FLORINA	6	12.45	2025-09-06	6	12.9912
613	2025-09-07	FLORINA	6	12.45	2025-09-07	6	10.5111
613	2025-09-08	FLORINA	6	11.15	2025-09-08	6	9.58902
613	2025-09-09	FLORINA	6	13.95	2025-09-09	6	13.5795
613	2025-09-10	FLORINA	6	11.25	2025-09-10	6	10.8068
613	2025-09-11	FLORINA	6	17.65	2025-09-11	6	15.4508
