obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	icon_dates	icon_tcc_table_h	icon_tcc_table
622	2025-10-03	THESSALONIKI (AIRPORT)	0	100	2025-10-01	48	100
622	2025-10-04	THESSALONIKI (AIRPORT)	0	75	2025-10-02	48	84.7852
622	2025-10-05	THESSALONIKI (AIRPORT)	0	13	2025-10-03	48	0
622	2025-10-06	THESSALONIKI (AIRPORT)	0	88	2025-10-04	48	96.0332
622	2025-10-07	THESSALONIKI (AIRPORT)	0	88	2025-10-05	48	70.9199
622	2025-10-08	THESSALONIKI (AIRPORT)	0	88	2025-10-06	48	59.7598
622	2025-10-09	THESSALONIKI (AIRPORT)	0	25	2025-10-07	48	30.5527
622	2025-10-10	THESSALONIKI (AIRPORT)	0	25	2025-10-08	48	2.52344
622	2025-10-11	THESSALONIKI (AIRPORT)	0	13	2025-10-09	48	2.98633
622	2025-10-12	THESSALONIKI (AIRPORT)	0	38	2025-10-10	48	0
622	2025-10-13	THESSALONIKI (AIRPORT)	0	25	2025-10-11	48	100
622	2025-10-14	THESSALONIKI (AIRPORT)	0	38	2025-10-12	48	0
622	2025-10-15	THESSALONIKI (AIRPORT)	0	50	2025-10-13	48	62.4336
622	2025-10-16	THESSALONIKI (AIRPORT)	0	75	2025-10-14	48	100
622	2025-10-17	THESSALONIKI (AIRPORT)	0	75	2025-10-15	48	100
622	2025-10-18	THESSALONIKI (AIRPORT)	0	100	2025-10-16	48	100
622	2025-10-19	THESSALONIKI (AIRPORT)	0	50	2025-10-17	48	46.8047
622	2025-10-20	THESSALONIKI (AIRPORT)	0	50	2025-10-18	48	85.2969
622	2025-10-21	THESSALONIKI (AIRPORT)	0	75	2025-10-19	48	89.7754
622	2025-10-22	THESSALONIKI (AIRPORT)	0	75	2025-10-20	48	79.123
622	2025-10-23	THESSALONIKI (AIRPORT)	0	38	2025-10-21	48	95.6777
622	2025-10-24	THESSALONIKI (AIRPORT)	0	63	2025-10-22	48	98.6055
622	2025-10-25	THESSALONIKI (AIRPORT)	0	13	2025-10-23	48	0
622	2025-10-26	THESSALONIKI (AIRPORT)	0	25	2025-10-24	48	36.8496
622	2025-10-27	THESSALONIKI (AIRPORT)	0	38	2025-10-25	48	100
622	2025-10-28	THESSALONIKI (AIRPORT)	0	38	2025-10-26	48	0.609375
622	2025-10-29	THESSALONIKI (AIRPORT)	0	13	2025-10-27	48	0
622	2025-10-30	THESSALONIKI (AIRPORT)	0	50	2025-10-28	48	17.1992
622	2025-10-31	THESSALONIKI (AIRPORT)	0	75	2025-10-29	48	100
627	2025-10-03	ALEXANDROUPOLI (AIRPORT)	0	100	2025-10-01	48	100
627	2025-10-04	ALEXANDROUPOLI (AIRPORT)	0	50	2025-10-02	48	100
627	2025-10-05	ALEXANDROUPOLI (AIRPORT)	0	25	2025-10-03	48	12.707
627	2025-10-06	ALEXANDROUPOLI (AIRPORT)	0	63	2025-10-04	48	38.9121
627	2025-10-07	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-05	48	100
627	2025-10-08	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-06	48	100
627	2025-10-09	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-07	48	98.2305
627	2025-10-10	ALEXANDROUPOLI (AIRPORT)	0	25	2025-10-08	48	48.1641
627	2025-10-11	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-09	48	56.4004
627	2025-10-12	ALEXANDROUPOLI (AIRPORT)	0	38	2025-10-10	48	0
627	2025-10-13	ALEXANDROUPOLI (AIRPORT)	0	63	2025-10-11	48	47.7812
627	2025-10-14	ALEXANDROUPOLI (AIRPORT)	0	75	2025-10-12	48	99.0449
627	2025-10-15	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-13	48	100
627	2025-10-16	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-14	48	100
627	2025-10-17	ALEXANDROUPOLI (AIRPORT)	0	63	2025-10-15	48	53.0469
627	2025-10-18	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-16	48	97.2539
627	2025-10-19	ALEXANDROUPOLI (AIRPORT)	0	75	2025-10-17	48	89.4551
627	2025-10-20	ALEXANDROUPOLI (AIRPORT)	0	13	2025-10-18	48	51.6035
627	2025-10-21	ALEXANDROUPOLI (AIRPORT)	0	0	2025-10-19	48	74.3633
627	2025-10-22	ALEXANDROUPOLI (AIRPORT)	0	38	2025-10-20	48	94.9414
627	2025-10-23	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-21	48	97.3223
627	2025-10-24	ALEXANDROUPOLI (AIRPORT)	0	63	2025-10-22	48	100
627	2025-10-25	ALEXANDROUPOLI (AIRPORT)	0	63	2025-10-23	48	65.6289
627	2025-10-26	ALEXANDROUPOLI (AIRPORT)	0	13	2025-10-24	48	65.5781
627	2025-10-27	ALEXANDROUPOLI (AIRPORT)	0	75	2025-10-25	48	10.6895
627	2025-10-28	ALEXANDROUPOLI (AIRPORT)	0	25	2025-10-26	48	0.00585938
627	2025-10-29	ALEXANDROUPOLI (AIRPORT)	0	13	2025-10-27	48	5.75391
627	2025-10-30	ALEXANDROUPOLI (AIRPORT)	0	0	2025-10-28	48	16.7676
627	2025-10-31	ALEXANDROUPOLI (AIRPORT)	0	25	2025-10-29	48	64.8555
641	2025-10-03	KERKYRA (AIRPORT)	0	50	2025-10-01	48	1.69922
641	2025-10-04	KERKYRA (AIRPORT)	0	50	2025-10-02	48	74.7559
641	2025-10-05	KERKYRA (AIRPORT)	0	13	2025-10-03	48	83.4316
641	2025-10-06	KERKYRA (AIRPORT)	0	88	2025-10-04	48	100
641	2025-10-07	KERKYRA (AIRPORT)	0	25	2025-10-05	48	60.4688
641	2025-10-08	KERKYRA (AIRPORT)	0	38	2025-10-06	48	0
641	2025-10-09	KERKYRA (AIRPORT)	0	13	2025-10-07	48	0
641	2025-10-10	KERKYRA (AIRPORT)	0	25	2025-10-08	48	1.17969
641	2025-10-11	KERKYRA (AIRPORT)	0	25	2025-10-09	48	21.6094
641	2025-10-12	KERKYRA (AIRPORT)	0	13	2025-10-10	48	0.439453
641	2025-10-13	KERKYRA (AIRPORT)	0	25	2025-10-11	48	100
641	2025-10-14	KERKYRA (AIRPORT)	0	13	2025-10-12	48	2.79297
641	2025-10-15	KERKYRA (AIRPORT)	0	25	2025-10-13	48	0.566406
641	2025-10-16	KERKYRA (AIRPORT)	0	88	2025-10-14	48	100
641	2025-10-17	KERKYRA (AIRPORT)	0	100	2025-10-15	48	100
641	2025-10-18	KERKYRA (AIRPORT)	0	88	2025-10-16	48	93.4473
641	2025-10-19	KERKYRA (AIRPORT)	0	63	2025-10-17	48	100
641	2025-10-20	KERKYRA (AIRPORT)	0	38	2025-10-18	48	16.082
641	2025-10-21	KERKYRA (AIRPORT)	0	38	2025-10-19	48	100
641	2025-10-22	KERKYRA (AIRPORT)	0	88	2025-10-20	48	100
641	2025-10-23	KERKYRA (AIRPORT)	0	100	2025-10-21	48	100
641	2025-10-24	KERKYRA (AIRPORT)	0	88	2025-10-22	48	100
641	2025-10-25	KERKYRA (AIRPORT)	0	25	2025-10-23	48	33.5293
641	2025-10-26	KERKYRA (AIRPORT)	0	50	2025-10-24	48	100
641	2025-10-27	KERKYRA (AIRPORT)	0	63	2025-10-25	48	100
641	2025-10-28	KERKYRA (AIRPORT)	0	38	2025-10-26	48	0
641	2025-10-29	KERKYRA (AIRPORT)	0	25	2025-10-27	48	8.81445
641	2025-10-30	KERKYRA (AIRPORT)	0	0	2025-10-28	48	44.6719
641	2025-10-31	KERKYRA (AIRPORT)	0	88	2025-10-29	48	100
643	2025-10-03	AKTION (AIRPORT)	0	38	2025-10-01	48	94.8281
643	2025-10-04	AKTION (AIRPORT)	0	75	2025-10-02	48	99.8496
643	2025-10-05	AKTION (AIRPORT)	0	38	2025-10-03	48	32.2598
643	2025-10-06	AKTION (AIRPORT)	0	88	2025-10-04	48	100
643	2025-10-07	AKTION (AIRPORT)	0	25	2025-10-05	48	70.8281
643	2025-10-08	AKTION (AIRPORT)	0	25	2025-10-06	48	0
643	2025-10-09	AKTION (AIRPORT)	0	13	2025-10-07	48	0
643	2025-10-10	AKTION (AIRPORT)	0	25	2025-10-08	48	10.1484
643	2025-10-11	AKTION (AIRPORT)	0	13	2025-10-09	48	7.5293
643	2025-10-12	AKTION (AIRPORT)	0	13	2025-10-10	48	0
643	2025-10-13	AKTION (AIRPORT)	0	0	2025-10-11	48	100
643	2025-10-14	AKTION (AIRPORT)	0	50	2025-10-12	48	100
643	2025-10-15	AKTION (AIRPORT)	0	0	2025-10-13	48	32.3203
643	2025-10-16	AKTION (AIRPORT)	0	63	2025-10-14	48	100
643	2025-10-17	AKTION (AIRPORT)	0	100	2025-10-15	48	100
643	2025-10-18	AKTION (AIRPORT)	0	50	2025-10-16	48	83.8418
643	2025-10-19	AKTION (AIRPORT)	0	50	2025-10-17	48	95.5469
643	2025-10-21	AKTION (AIRPORT)	0	38	2025-10-19	48	87.7188
643	2025-10-22	AKTION (AIRPORT)	0	75	2025-10-20	48	94.2051
643	2025-10-23	AKTION (AIRPORT)	0	25	2025-10-21	48	100
643	2025-10-24	AKTION (AIRPORT)	0	38	2025-10-22	48	100
643	2025-10-25	AKTION (AIRPORT)	0	25	2025-10-23	48	57.1152
648	2025-10-03	LARISSA (AIRPORT)	0	75	2025-10-01	48	84.0059
648	2025-10-04	LARISSA (AIRPORT)	0	38	2025-10-02	48	74.2832
648	2025-10-05	LARISSA (AIRPORT)	0	25	2025-10-03	48	0
648	2025-10-06	LARISSA (AIRPORT)	0	63	2025-10-04	48	87.168
648	2025-10-07	LARISSA (AIRPORT)	0	63	2025-10-05	48	89.5781
648	2025-10-08	LARISSA (AIRPORT)	0	75	2025-10-06	48	7.4668
648	2025-10-09	LARISSA (AIRPORT)	0	63	2025-10-07	48	9.36133
648	2025-10-10	LARISSA (AIRPORT)	0	13	2025-10-08	48	37.125
648	2025-10-11	LARISSA (AIRPORT)	0	38	2025-10-09	48	66.041
648	2025-10-12	LARISSA (AIRPORT)	0	25	2025-10-10	48	0
648	2025-10-13	LARISSA (AIRPORT)	0	0	2025-10-11	48	94.0215
648	2025-10-14	LARISSA (AIRPORT)	0	50	2025-10-12	48	83.3203
648	2025-10-15	LARISSA (AIRPORT)	0	13	2025-10-13	48	85.5117
648	2025-10-16	LARISSA (AIRPORT)	0	50	2025-10-14	48	98.9121
648	2025-10-17	LARISSA (AIRPORT)	0	75	2025-10-15	48	97.9258
648	2025-10-18	LARISSA (AIRPORT)	0	88	2025-10-16	48	94.7109
648	2025-10-19	LARISSA (AIRPORT)	0	38	2025-10-17	48	91.4629
648	2025-10-20	LARISSA (AIRPORT)	0	63	2025-10-18	48	78.2539
648	2025-10-21	LARISSA (AIRPORT)	0	88	2025-10-19	48	95.5762
648	2025-10-22	LARISSA (AIRPORT)	0	63	2025-10-20	48	71.3418
648	2025-10-23	LARISSA (AIRPORT)	0	38	2025-10-21	48	100
648	2025-10-24	LARISSA (AIRPORT)	0	25	2025-10-22	48	99.8613
648	2025-10-25	LARISSA (AIRPORT)	0	13	2025-10-23	48	0
648	2025-10-26	LARISSA (AIRPORT)	0	13	2025-10-24	48	0.580078
648	2025-10-27	LARISSA (AIRPORT)	0	25	2025-10-25	48	99.0391
648	2025-10-28	LARISSA (AIRPORT)	0	38	2025-10-26	48	4.51172
648	2025-10-29	LARISSA (AIRPORT)	0	13	2025-10-27	48	9.02539
648	2025-10-30	LARISSA (AIRPORT)	0	0	2025-10-28	48	42.543
648	2025-10-31	LARISSA (AIRPORT)	0	38	2025-10-29	48	100
650	2025-10-03	LIMNOS (AIRPORT)	0	100	2025-10-01	48	100
650	2025-10-04	LIMNOS (AIRPORT)	0	63	2025-10-02	48	100
650	2025-10-05	LIMNOS (AIRPORT)	0	25	2025-10-03	48	13.1934
650	2025-10-06	LIMNOS (AIRPORT)	0	38	2025-10-04	48	7.39648
650	2025-10-07	LIMNOS (AIRPORT)	0	88	2025-10-05	48	93.2129
650	2025-10-08	LIMNOS (AIRPORT)	0	88	2025-10-06	48	100
650	2025-10-09	LIMNOS (AIRPORT)	0	75	2025-10-07	48	58.1797
650	2025-10-10	LIMNOS (AIRPORT)	0	25	2025-10-08	48	0.824219
650	2025-10-11	LIMNOS (AIRPORT)	0	25	2025-10-09	48	26.5176
650	2025-10-12	LIMNOS (AIRPORT)	0	13	2025-10-10	48	0
650	2025-10-13	LIMNOS (AIRPORT)	0	38	2025-10-11	48	45.5977
650	2025-10-14	LIMNOS (AIRPORT)	0	13	2025-10-12	48	100
650	2025-10-15	LIMNOS (AIRPORT)	0	0	2025-10-13	48	21.5742
650	2025-10-16	LIMNOS (AIRPORT)	0	38	2025-10-14	48	64.5137
650	2025-10-17	LIMNOS (AIRPORT)	0	13	2025-10-15	48	27.7715
650	2025-10-18	LIMNOS (AIRPORT)	0	100	2025-10-16	48	94.5156
650	2025-10-19	LIMNOS (AIRPORT)	0	38	2025-10-17	48	59.0742
650	2025-10-20	LIMNOS (AIRPORT)	0	38	2025-10-18	48	0
650	2025-10-21	LIMNOS (AIRPORT)	0	25	2025-10-19	48	49.0215
650	2025-10-22	LIMNOS (AIRPORT)	0	75	2025-10-20	48	27.0898
650	2025-10-23	LIMNOS (AIRPORT)	0	63	2025-10-21	48	100
650	2025-10-24	LIMNOS (AIRPORT)	0	63	2025-10-22	48	100
650	2025-10-25	LIMNOS (AIRPORT)	0	25	2025-10-23	48	0
650	2025-10-26	LIMNOS (AIRPORT)	0	25	2025-10-24	48	0
650	2025-10-27	LIMNOS (AIRPORT)	0	25	2025-10-25	48	56.6934
650	2025-10-28	LIMNOS (AIRPORT)	0	25	2025-10-26	48	62.7324
650	2025-10-29	LIMNOS (AIRPORT)	0	13	2025-10-27	48	14.8789
650	2025-10-30	LIMNOS (AIRPORT)	0	0	2025-10-28	48	0.980469
650	2025-10-31	LIMNOS (AIRPORT)	0	38	2025-10-29	48	14.4062
682	2025-10-03	ANDRAVIDA (AIRPORT)	0	50	2025-10-01	48	26.127
682	2025-10-04	ANDRAVIDA (AIRPORT)	0	63	2025-10-02	48	85.4414
682	2025-10-05	ANDRAVIDA (AIRPORT)	0	38	2025-10-03	48	44.6875
682	2025-10-06	ANDRAVIDA (AIRPORT)	0	75	2025-10-04	48	97.1113
682	2025-10-07	ANDRAVIDA (AIRPORT)	0	38	2025-10-05	48	81.7637
682	2025-10-08	ANDRAVIDA (AIRPORT)	0	50	2025-10-06	48	8.00391
682	2025-10-09	ANDRAVIDA (AIRPORT)	0	25	2025-10-07	48	0
682	2025-10-10	ANDRAVIDA (AIRPORT)	0	13	2025-10-08	48	49.9961
682	2025-10-11	ANDRAVIDA (AIRPORT)	0	0	2025-10-09	48	0
682	2025-10-12	ANDRAVIDA (AIRPORT)	0	25	2025-10-10	48	5.84375
682	2025-10-13	ANDRAVIDA (AIRPORT)	0	50	2025-10-11	48	100
682	2025-10-14	ANDRAVIDA (AIRPORT)	0	75	2025-10-12	48	74.7617
682	2025-10-15	ANDRAVIDA (AIRPORT)	0	38	2025-10-13	48	100
682	2025-10-16	ANDRAVIDA (AIRPORT)	0	25	2025-10-14	48	85.877
682	2025-10-17	ANDRAVIDA (AIRPORT)	0	75	2025-10-15	48	100
682	2025-10-18	ANDRAVIDA (AIRPORT)	0	50	2025-10-16	48	79.3008
682	2025-10-19	ANDRAVIDA (AIRPORT)	0	50	2025-10-17	48	99.9766
682	2025-10-20	ANDRAVIDA (AIRPORT)	0	50	2025-10-18	48	100
682	2025-10-21	ANDRAVIDA (AIRPORT)	0	63	2025-10-19	48	82.0879
682	2025-10-22	ANDRAVIDA (AIRPORT)	0	50	2025-10-20	48	80.6914
682	2025-10-23	ANDRAVIDA (AIRPORT)	0	75	2025-10-21	48	100
682	2025-10-24	ANDRAVIDA (AIRPORT)	0	63	2025-10-22	48	80.5742
682	2025-10-25	ANDRAVIDA (AIRPORT)	0	25	2025-10-23	48	2.93945
682	2025-10-26	ANDRAVIDA (AIRPORT)	0	25	2025-10-24	48	54.1406
682	2025-10-27	ANDRAVIDA (AIRPORT)	0	25	2025-10-25	48	60.6328
