obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	ecmwf_dates	ecmwf_td_table_h	ecmwf_td_table
606	2025-09-02	SERRAI	6	14.25	2025-09-01	30	13.1274
606	2025-09-03	SERRAI	6	15.15	2025-09-02	30	16.2843
606	2025-09-04	SERRAI	6	16.25	2025-09-03	30	16.9879
606	2025-09-05	SERRAI	6	15.25	2025-09-04	30	14.1798
606	2025-09-06	SERRAI	6	14.45	2025-09-05	30	13.9228
606	2025-09-07	SERRAI	6	14.45	2025-09-06	30	16.2174
606	2025-09-08	SERRAI	6	13.15	2025-09-07	30	13.3727
606	2025-09-09	SERRAI	6	13.75	2025-09-08	30	14.851
606	2025-09-10	SERRAI	6	15.25	2025-09-09	30	16.4718
606	2025-09-11	SERRAI	6	15.95	2025-09-10	30	16.3857
606	2025-09-12	SERRAI	6	15.65	2025-09-11	30	16.9386
606	2025-09-13	SERRAI	6	16.25	2025-09-12	30	17.1901
606	2025-09-14	SERRAI	6	16.45	2025-09-13	30	15.1708
606	2025-09-15	SERRAI	6	18.15	2025-09-14	30	16.7289
606	2025-09-16	SERRAI	6	17.15	2025-09-15	30	15.7848
606	2025-09-17	SERRAI	6	15.75	2025-09-16	30	16.2306
606	2025-09-18	SERRAI	6	8.95	2025-09-17	30	9.49869
606	2025-09-19	SERRAI	6	7.45	2025-09-18	30	6.88883
606	2025-09-20	SERRAI	6	9.95	2025-09-19	30	10.4411
606	2025-09-21	SERRAI	6	10.75	2025-09-20	30	12.3691
606	2025-09-22	SERRAI	6	13.95	2025-09-21	30	13.476
606	2025-09-23	SERRAI	6	11.45	2025-09-22	30	11.6149
606	2025-09-24	SERRAI	6	14.65	2025-09-23	30	14.5741
606	2025-09-25	SERRAI	6	13.75	2025-09-24	30	14.8268
606	2025-09-26	SERRAI	6	12.45	2025-09-25	30	13.7221
606	2025-09-27	SERRAI	6	7.45	2025-09-26	30	7.5109
606	2025-09-28	SERRAI	6	8.75	2025-09-27	30	7.04581
606	2025-09-29	SERRAI	6	14.25	2025-09-28	30	13.5531
606	2025-09-30	SERRAI	6	12.45	2025-09-29	30	12.0546
613	2025-09-02	FLORINA	6	12.25	2025-09-01	30	11.3158
613	2025-09-03	FLORINA	6	12.75	2025-09-02	30	12.3449
613	2025-09-05	FLORINA	6	16.75	2025-09-04	30	12.6574
613	2025-09-06	FLORINA	6	12.45	2025-09-05	30	10.1562
613	2025-09-07	FLORINA	6	12.45	2025-09-06	30	10.3444
613	2025-09-08	FLORINA	6	11.15	2025-09-07	30	7.27115
613	2025-09-09	FLORINA	6	13.95	2025-09-08	30	12.1293
613	2025-09-10	FLORINA	6	11.25	2025-09-09	30	12.2072
613	2025-09-11	FLORINA	6	17.65	2025-09-10	30	14.6151
613	2025-09-12	FLORINA	6	15.45	2025-09-11	30	14.3644
613	2025-09-13	FLORINA	6	14.15	2025-09-12	30	11.7213
613	2025-09-14	FLORINA	6	16.75	2025-09-13	30	14.5614
613	2025-09-15	FLORINA	6	14.95	2025-09-14	30	12.9203
613	2025-09-16	FLORINA	6	11.75	2025-09-15	30	9.9899
613	2025-09-17	FLORINA	6	14.45	2025-09-16	30	12.7267
613	2025-09-18	FLORINA	6	5.95	2025-09-17	30	5.4274
613	2025-09-19	FLORINA	6	6.25	2025-09-18	30	4.5568
613	2025-09-20	FLORINA	6	10.75	2025-09-19	30	9.08805
613	2025-09-21	FLORINA	6	10.25	2025-09-20	30	9.1005
613	2025-09-22	FLORINA	6	10.45	2025-09-21	30	10.3793
613	2025-09-23	FLORINA	6	10.45	2025-09-22	30	10.1774
613	2025-09-24	FLORINA	6	8.75	2025-09-23	30	9.1796
613	2025-09-25	FLORINA	6	12.45	2025-09-24	30	11.3444
613	2025-09-26	FLORINA	6	15.25	2025-09-25	30	13.4906
613	2025-09-27	FLORINA	6	13.25	2025-09-26	30	11.7218
613	2025-09-28	FLORINA	6	12.45	2025-09-27	30	11.3446
613	2025-09-29	FLORINA	6	12.25	2025-09-28	30	9.84903
613	2025-09-30	FLORINA	6	11.95	2025-09-29	30	8.80167
622	2025-09-02	THESSALONIKI (AIRPORT)	6	15.75	2025-09-01	30	16.227
622	2025-09-03	THESSALONIKI (AIRPORT)	6	16.65	2025-09-02	30	17.4308
622	2025-09-04	THESSALONIKI (AIRPORT)	6	16.25	2025-09-03	30	16.8864
622	2025-09-05	THESSALONIKI (AIRPORT)	6	17.45	2025-09-04	30	16.464
622	2025-09-06	THESSALONIKI (AIRPORT)	6	16.45	2025-09-05	30	17.0185
622	2025-09-07	THESSALONIKI (AIRPORT)	6	15.45	2025-09-06	30	17.776
622	2025-09-08	THESSALONIKI (AIRPORT)	6	12.95	2025-09-07	30	16.82
622	2025-09-09	THESSALONIKI (AIRPORT)	6	14.45	2025-09-08	30	14.4047
622	2025-09-10	THESSALONIKI (AIRPORT)	6	11.75	2025-09-09	30	14.9787
622	2025-09-11	THESSALONIKI (AIRPORT)	6	10.95	2025-09-10	30	13.7509
622	2025-09-12	THESSALONIKI (AIRPORT)	6	17.25	2025-09-11	30	18.0002
622	2025-09-13	THESSALONIKI (AIRPORT)	6	16.65	2025-09-12	30	19.112
622	2025-09-14	THESSALONIKI (AIRPORT)	6	15.15	2025-09-13	30	17.2772
622	2025-09-15	THESSALONIKI (AIRPORT)	6	18.15	2025-09-14	30	17.9369
622	2025-09-16	THESSALONIKI (AIRPORT)	6	16.95	2025-09-15	30	18.3571
622	2025-09-17	THESSALONIKI (AIRPORT)	6	15.25	2025-09-16	30	16.9787
622	2025-09-18	THESSALONIKI (AIRPORT)	6	6.45	2025-09-17	30	7.37076
622	2025-09-19	THESSALONIKI (AIRPORT)	6	7.45	2025-09-18	30	11.215
622	2025-09-20	THESSALONIKI (AIRPORT)	6	10.25	2025-09-19	30	12.9972
622	2025-09-21	THESSALONIKI (AIRPORT)	6	10.65	2025-09-20	30	14.539
622	2025-09-22	THESSALONIKI (AIRPORT)	6	14.15	2025-09-21	30	15.6674
622	2025-09-23	THESSALONIKI (AIRPORT)	6	11.75	2025-09-22	30	13.8913
622	2025-09-24	THESSALONIKI (AIRPORT)	6	14.95	2025-09-23	30	16.2499
622	2025-09-25	THESSALONIKI (AIRPORT)	6	13.95	2025-09-24	30	15.4108
622	2025-09-26	THESSALONIKI (AIRPORT)	6	11.95	2025-09-25	30	15.0004
622	2025-09-27	THESSALONIKI (AIRPORT)	6	8.45	2025-09-26	30	9.53629
622	2025-09-28	THESSALONIKI (AIRPORT)	6	8.75	2025-09-27	30	12.2431
622	2025-09-29	THESSALONIKI (AIRPORT)	6	15.45	2025-09-28	30	12.0873
622	2025-09-30	THESSALONIKI (AIRPORT)	6	15.95	2025-09-29	30	13.3661
624	2025-09-02	CHRYSOPOULI (AIRPORT)	6	17.45	2025-09-01	30	15.5844
624	2025-09-03	CHRYSOPOULI (AIRPORT)	6	18.25	2025-09-02	30	15.2345
624	2025-09-04	CHRYSOPOULI (AIRPORT)	6	16.45	2025-09-03	30	13.9499
624	2025-09-05	CHRYSOPOULI (AIRPORT)	6	16.15	2025-09-04	30	11.633
624	2025-09-06	CHRYSOPOULI (AIRPORT)	6	15.65	2025-09-05	30	12.2968
624	2025-09-07	CHRYSOPOULI (AIRPORT)	6	15.75	2025-09-06	30	7.7985
