obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	ecmwf_dates	ecmwf_td_table_h	ecmwf_td_table
606	2025-09-02	SERRAI	0	13.25	2025-09-01	24	13.3446
606	2025-09-03	SERRAI	0	14.75	2025-09-02	24	15.1523
606	2025-09-04	SERRAI	0	14.95	2025-09-03	24	16.1371
606	2025-09-05	SERRAI	0	13.25	2025-09-04	24	13.4027
606	2025-09-06	SERRAI	0	13.25	2025-09-05	24	11.6073
606	2025-09-07	SERRAI	0	12.75	2025-09-06	24	15.5251
606	2025-09-08	SERRAI	0	11.65	2025-09-07	24	13.5695
606	2025-09-09	SERRAI	0	13.45	2025-09-08	24	14.5922
606	2025-09-10	SERRAI	0	14.65	2025-09-09	24	15.8068
606	2025-09-11	SERRAI	0	14.45	2025-09-10	24	15.6991
606	2025-09-12	SERRAI	0	13.75	2025-09-11	24	16.411
606	2025-09-13	SERRAI	0	15.45	2025-09-12	24	16.515
606	2025-09-14	SERRAI	0	18.15	2025-09-13	24	15.652
606	2025-09-15	SERRAI	0	18.45	2025-09-14	24	14.9723
606	2025-09-16	SERRAI	0	16.75	2025-09-15	24	16.2345
606	2025-09-17	SERRAI	0	14.75	2025-09-16	24	15.2067
606	2025-09-18	SERRAI	0	6.45	2025-09-17	24	8.93546
606	2025-09-19	SERRAI	0	8.15	2025-09-18	24	6.70719
606	2025-09-20	SERRAI	0	9.15	2025-09-19	24	9.12052
606	2025-09-21	SERRAI	0	10.25	2025-09-20	24	11.1342
606	2025-09-22	SERRAI	0	13.75	2025-09-21	24	12.5773
606	2025-09-23	SERRAI	0	10.95	2025-09-22	24	12.4384
606	2025-09-24	SERRAI	0	13.75	2025-09-23	24	14.9299
606	2025-09-25	SERRAI	0	14.25	2025-09-24	24	15.1483
606	2025-09-26	SERRAI	0	13.95	2025-09-25	24	14.8415
606	2025-09-27	SERRAI	0	8.15	2025-09-26	24	8.23209
606	2025-09-28	SERRAI	0	8.65	2025-09-27	24	7.04662
606	2025-09-29	SERRAI	0	13.65	2025-09-28	24	13.016
606	2025-09-30	SERRAI	0	13.45	2025-09-29	24	12.7216
613	2025-09-02	FLORINA	0	10.45	2025-09-01	24	10.2528
613	2025-09-03	FLORINA	0	11.45	2025-09-02	24	10.3271
613	2025-09-06	FLORINA	0	11.25	2025-09-05	24	8.51847
613	2025-09-07	FLORINA	0	10.45	2025-09-06	24	6.319
613	2025-09-08	FLORINA	0	9.75	2025-09-07	24	5.45719
613	2025-09-09	FLORINA	0	11.75	2025-09-08	24	9.39884
613	2025-09-10	FLORINA	0	9.25	2025-09-09	24	9.28043
613	2025-09-11	FLORINA	0	13.95	2025-09-10	24	12.7851
613	2025-09-13	FLORINA	0	11.75	2025-09-12	24	10.35
613	2025-09-14	FLORINA	0	15.75	2025-09-13	24	13.8522
613	2025-09-15	FLORINA	0	14.45	2025-09-14	24	12.7399
613	2025-09-16	FLORINA	0	10.95	2025-09-15	24	7.98453
613	2025-09-17	FLORINA	0	13.65	2025-09-16	24	12.6042
613	2025-09-18	FLORINA	0	6.45	2025-09-17	24	5.59268
613	2025-09-19	FLORINA	0	4.45	2025-09-18	24	3.17887
613	2025-09-20	FLORINA	0	8.25	2025-09-19	24	7.06974
613	2025-09-21	FLORINA	0	9.25	2025-09-20	24	6.92911
613	2025-09-22	FLORINA	0	9.45	2025-09-21	24	8.86734
613	2025-09-23	FLORINA	0	9.65	2025-09-22	24	10.1493
613	2025-09-24	FLORINA	0	6.25	2025-09-23	24	7.00897
613	2025-09-25	FLORINA	0	10.15	2025-09-24	24	10.373
613	2025-09-26	FLORINA	0	15.75	2025-09-25	24	13.8053
613	2025-09-27	FLORINA	0	13.65	2025-09-26	24	12.9254
613	2025-09-30	FLORINA	0	11.95	2025-09-29	24	8.65518
622	2025-09-02	THESSALONIKI (AIRPORT)	0	15.65	2025-09-01	24	13.4618
622	2025-09-03	THESSALONIKI (AIRPORT)	0	13.75	2025-09-02	24	13.0468
622	2025-09-04	THESSALONIKI (AIRPORT)	0	14.45	2025-09-03	24	17.1967
622	2025-09-05	THESSALONIKI (AIRPORT)	0	13.95	2025-09-04	24	15.3051
622	2025-09-06	THESSALONIKI (AIRPORT)	0	12.75	2025-09-05	24	12.914
622	2025-09-07	THESSALONIKI (AIRPORT)	0	14.95	2025-09-06	24	15.6852
622	2025-09-08	THESSALONIKI (AIRPORT)	0	14.75	2025-09-07	24	14.7804
