obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-10-02	SERRAI	21	11.45	2025-10-01	45	12.1474
606	2025-10-03	SERRAI	21	6.95	2025-10-02	45	6.5195
606	2025-10-04	SERRAI	21	6.45	2025-10-03	45	5.85362
606	2025-10-05	SERRAI	21	10.75	2025-10-04	45	8.62491
606	2025-10-06	SERRAI	21	10.75	2025-10-05	45	13.0423
606	2025-10-07	SERRAI	21	5.95	2025-10-06	45	5.88715
606	2025-10-08	SERRAI	21	6.95	2025-10-07	45	9.03123
606	2025-10-09	SERRAI	21	5.25	2025-10-08	45	7.31085
606	2025-10-10	SERRAI	21	8.45	2025-10-09	45	10.0749
606	2025-10-11	SERRAI	21	6.45	2025-10-10	45	8.27594
606	2025-10-12	SERRAI	21	8.15	2025-10-11	45	8.78201
606	2025-10-13	SERRAI	21	8.25	2025-10-12	45	9.11118
606	2025-10-14	SERRAI	21	7.75	2025-10-13	45	8.18048
606	2025-10-15	SERRAI	21	10.15	2025-10-14	45	10.6638
606	2025-10-16	SERRAI	21	8.95	2025-10-15	45	11.2509
606	2025-10-17	SERRAI	21	13.25	2025-10-16	45	12.6823
606	2025-10-18	SERRAI	21	13.15	2025-10-17	45	12.3808
606	2025-10-19	SERRAI	21	10.15	2025-10-18	45	12.4964
606	2025-10-20	SERRAI	21	12.65	2025-10-19	45	12.0567
606	2025-10-21	SERRAI	21	10.25	2025-10-20	45	12.131
606	2025-10-22	SERRAI	21	14.95	2025-10-21	45	13.6042
606	2025-10-23	SERRAI	21	16.15	2025-10-22	45	15.3485
606	2025-10-26	SERRAI	21	10.75	2025-10-25	45	12.8961
606	2025-10-27	SERRAI	21	10.45	2025-10-26	45	9.85226
606	2025-10-28	SERRAI	21	5.65	2025-10-27	45	6.04097
606	2025-10-29	SERRAI	21	6.45	2025-10-28	45	7.17668
606	2025-10-30	SERRAI	21	7.75	2025-10-29	45	8.06071
606	2025-10-31	SERRAI	21	8.65	2025-10-30	45	8.19122
613	2025-10-03	FLORINA	21	2.65	2025-10-02	45	1.74899
613	2025-10-04	FLORINA	21	3.75	2025-10-03	45	2.69444
613	2025-10-05	FLORINA	21	7.75	2025-10-04	45	8.36417
613	2025-10-06	FLORINA	21	6.95	2025-10-05	45	4.55504
613	2025-10-07	FLORINA	21	6.95	2025-10-06	45	4.19965
613	2025-10-08	FLORINA	21	6.25	2025-10-07	45	4.63963
613	2025-10-10	FLORINA	21	8.75	2025-10-09	45	8.59634
613	2025-10-11	FLORINA	21	6.75	2025-10-10	45	7.07965
613	2025-10-14	FLORINA	21	6.45	2025-10-13	45	6.28009
613	2025-10-15	FLORINA	21	9.25	2025-10-14	45	8.55927
613	2025-10-16	FLORINA	21	10.25	2025-10-15	45	9.51651
613	2025-10-17	FLORINA	21	10.95	2025-10-16	45	9.82484
613	2025-10-18	FLORINA	21	11.75	2025-10-17	45	11.4354
613	2025-10-20	FLORINA	21	10.65	2025-10-19	45	7.26082
613	2025-10-21	FLORINA	21	12.45	2025-10-20	45	8.51383
613	2025-10-23	FLORINA	21	13.45	2025-10-22	45	11.3066
613	2025-10-24	FLORINA	21	6.25	2025-10-23	45	4.06917
613	2025-10-25	FLORINA	21	5.95	2025-10-24	45	6.31055
613	2025-10-27	FLORINA	21	6.15	2025-10-26	45	5.78293
622	2025-10-02	THESSALONIKI (AIRPORT)	21	12.25	2025-10-01	45	12.2567
622	2025-10-03	THESSALONIKI (AIRPORT)	21	4.45	2025-10-02	45	4.88962
622	2025-10-04	THESSALONIKI (AIRPORT)	21	5.65	2025-10-03	45	6.17589
622	2025-10-05	THESSALONIKI (AIRPORT)	21	6.75	2025-10-04	45	10.1396
622	2025-10-06	THESSALONIKI (AIRPORT)	21	7.45	2025-10-05	45	7.64
622	2025-10-07	THESSALONIKI (AIRPORT)	21	7.95	2025-10-06	45	7.64691
622	2025-10-08	THESSALONIKI (AIRPORT)	21	7.75	2025-10-07	45	8.16405
