obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	ecmwf_dates	ecmwf_temp_table_h	ecmwf_temp_table	ecmwf_station_names
606	2025-09-01	6	22.74	SERRAI	2025-09-01	6	21.2309	SERRAI
606	2025-09-02	6	22.94	SERRAI	2025-09-02	6	21.8778	SERRAI
606	2025-09-03	6	22.74	SERRAI	2025-09-03	6	23.8285	SERRAI
606	2025-09-04	6	23.64	SERRAI	2025-09-04	6	24.0629	SERRAI
606	2025-09-05	6	23.94	SERRAI	2025-09-05	6	23.0497	SERRAI
606	2025-09-06	6	22.24	SERRAI	2025-09-06	6	22.3793	SERRAI
606	2025-09-07	6	21.74	SERRAI	2025-09-07	6	20.9396	SERRAI
606	2025-09-08	6	21.44	SERRAI	2025-09-08	6	21.0121	SERRAI
606	2025-09-09	6	22.44	SERRAI	2025-09-09	6	21.3158	SERRAI
606	2025-09-10	6	21.94	SERRAI	2025-09-10	6	21.7397	SERRAI
606	2025-09-11	6	21.44	SERRAI	2025-09-11	6	23.1537	SERRAI
606	2025-09-12	6	21.64	SERRAI	2025-09-12	6	22.1877	SERRAI
606	2025-09-13	6	23.24	SERRAI	2025-09-13	6	22.9694	SERRAI
606	2025-09-14	6	23.44	SERRAI	2025-09-14	6	22.1068	SERRAI
606	2025-09-15	6	18.74	SERRAI	2025-09-15	6	20.849	SERRAI
606	2025-09-16	6	19.74	SERRAI	2025-09-16	6	21.2101	SERRAI
606	2025-09-17	6	20.24	SERRAI	2025-09-17	6	20.818	SERRAI
606	2025-09-18	6	20.24	SERRAI	2025-09-18	6	17.1025	SERRAI
606	2025-09-19	6	15.24	SERRAI	2025-09-19	6	16.6488	SERRAI
606	2025-09-20	6	16.44	SERRAI	2025-09-20	6	17.5016	SERRAI
606	2025-09-21	6	15.64	SERRAI	2025-09-21	6	19.1337	SERRAI
606	2025-09-22	6	17.74	SERRAI	2025-09-22	6	19.349	SERRAI
606	2025-09-23	6	17.24	SERRAI	2025-09-23	6	19.1967	SERRAI
606	2025-09-24	6	16.94	SERRAI	2025-09-24	6	19.9101	SERRAI
606	2025-09-25	6	17.24	SERRAI	2025-09-25	6	20.4501	SERRAI
606	2025-09-26	6	21.44	SERRAI	2025-09-26	6	20.6545	SERRAI
606	2025-09-27	6	17.74	SERRAI	2025-09-27	6	17.6703	SERRAI
606	2025-09-28	6	15.74	SERRAI	2025-09-28	6	16.1698	SERRAI
606	2025-09-29	6	14.44	SERRAI	2025-09-29	6	14.5575	SERRAI
606	2025-09-30	6	15.74	SERRAI	2025-09-30	6	15.4198	SERRAI
613	2025-09-01	6	15.74	FLORINA	2025-09-01	6	17.1635	FLORINA
613	2025-09-02	6	16.74	FLORINA	2025-09-02	6	19.1483	FLORINA
613	2025-09-03	6	20.64	FLORINA	2025-09-03	6	21.3442	FLORINA
613	2025-09-04	6	15.64	FLORINA	2025-09-04	6	17.9545	FLORINA
613	2025-09-05	6	18.14	FLORINA	2025-09-05	6	19.4892	FLORINA
613	2025-09-06	6	16.74	FLORINA	2025-09-06	6	19.1176	FLORINA
613	2025-09-07	6	16.44	FLORINA	2025-09-07	6	18.1701	FLORINA
613	2025-09-08	6	16.24	FLORINA	2025-09-08	6	18.3451	FLORINA
613	2025-09-09	6	17.74	FLORINA	2025-09-09	6	19.5063	FLORINA
613	2025-09-10	6	16.24	FLORINA	2025-09-10	6	18.7309	FLORINA
613	2025-09-11	6	18.14	FLORINA	2025-09-11	6	20.6811	FLORINA
613	2025-09-12	6	16.24	FLORINA	2025-09-12	6	17.2316	FLORINA
613	2025-09-13	6	17.24	FLORINA	2025-09-13	6	17.9372	FLORINA
613	2025-09-14	6	20.64	FLORINA	2025-09-14	6	18.6967	FLORINA
613	2025-09-15	6	20.14	FLORINA	2025-09-15	6	18.2572	FLORINA
613	2025-09-16	6	15.94	FLORINA	2025-09-16	6	17.842	FLORINA
613	2025-09-17	6	14.44	FLORINA	2025-09-17	6	17.0417	FLORINA
613	2025-09-18	6	13.14	FLORINA	2025-09-18	6	13.0849	FLORINA
613	2025-09-19	6	11.44	FLORINA	2025-09-19	6	13.1879	FLORINA
613	2025-09-20	6	14.74	FLORINA	2025-09-20	6	15.151	FLORINA
613	2025-09-21	6	15.94	FLORINA	2025-09-21	6	16.5107	FLORINA
613	2025-09-22	6	15.24	FLORINA	2025-09-22	6	15.7113	FLORINA
613	2025-09-23	6	16.14	FLORINA	2025-09-23	6	16.0629	FLORINA
613	2025-09-24	6	13.94	FLORINA	2025-09-24	6	16.5819	FLORINA
613	2025-09-25	6	15.44	FLORINA	2025-09-25	6	16.7353	FLORINA
613	2025-09-26	6	17.44	FLORINA	2025-09-26	6	16.7795	FLORINA
613	2025-09-27	6	15.74	FLORINA	2025-09-27	6	15.14	FLORINA
613	2025-09-28	6	12.44	FLORINA	2025-09-28	6	12.7079	FLORINA
613	2025-09-29	6	12.24	FLORINA	2025-09-29	6	12.6239	FLORINA
613	2025-09-30	6	12.44	FLORINA	2025-09-30	6	12.1327	FLORINA
622	2025-09-01	6	24.64	THESSALONIKI (AIRPORT)	2025-09-01	6	23.2729	THESSALONIKI (AIRPORT)
622	2025-09-02	6	23.74	THESSALONIKI (AIRPORT)	2025-09-02	6	23.8651	THESSALONIKI (AIRPORT)
622	2025-09-03	6	22.94	THESSALONIKI (AIRPORT)	2025-09-03	6	25.4223	THESSALONIKI (AIRPORT)
622	2025-09-04	6	24.94	THESSALONIKI (AIRPORT)	2025-09-04	6	23.6283	THESSALONIKI (AIRPORT)
622	2025-09-05	6	24.64	THESSALONIKI (AIRPORT)	2025-09-05	6	24.8056	THESSALONIKI (AIRPORT)
622	2025-09-06	6	24.24	THESSALONIKI (AIRPORT)	2025-09-06	6	23.1996	THESSALONIKI (AIRPORT)
622	2025-09-07	6	21.94	THESSALONIKI (AIRPORT)	2025-09-07	6	23.1925	THESSALONIKI (AIRPORT)
622	2025-09-08	6	20.64	THESSALONIKI (AIRPORT)	2025-09-08	6	22.4809	THESSALONIKI (AIRPORT)
622	2025-09-09	6	23.24	THESSALONIKI (AIRPORT)	2025-09-09	6	22.9721	THESSALONIKI (AIRPORT)
622	2025-09-10	6	21.94	THESSALONIKI (AIRPORT)	2025-09-10	6	22.7231	THESSALONIKI (AIRPORT)
622	2025-09-11	6	22.44	THESSALONIKI (AIRPORT)	2025-09-11	6	24.7211	THESSALONIKI (AIRPORT)
622	2025-09-12	6	23.44	THESSALONIKI (AIRPORT)	2025-09-12	6	24.3839	THESSALONIKI (AIRPORT)
622	2025-09-13	6	22.74	THESSALONIKI (AIRPORT)	2025-09-13	6	23.8542	THESSALONIKI (AIRPORT)
622	2025-09-14	6	24.94	THESSALONIKI (AIRPORT)	2025-09-14	6	23.1596	THESSALONIKI (AIRPORT)
